nctid,why_stopped,covid19_explicit,restart_expected
NCT02498444,Interim futility analysis,FALSE,NA
NCT02499666,difficulty recruiting patients,FALSE,NA
NCT02501434,NA,FALSE,NA
NCT02502318,lack of inclusions,FALSE,NA
NCT02503527,Low Recruitment rate,FALSE,NA
NCT02508636,Low Accrual,FALSE,NA
NCT02513667,The study was terminated after UTSW was informed by Novartis that further support for the study would not be provided,FALSE,NA
NCT02515916,Not enough subjects,FALSE,NA
NCT02521324,Decided to redesign the study.,FALSE,NA
NCT02523248,Because of Covid 19 pandemic situation delay in recruiting patients,TRUE,FALSE
NCT02524275,low enrollment,FALSE,NA
NCT02527343,Study terminated early at a time point when sufficient data had been accumulated to inform a decision on further development of volanesoresen in participants with FPL.,FALSE,NA
NCT02532088,Project terminated,FALSE,NA
NCT02541188,NA,FALSE,NA
NCT02541227,The goal to match 1000 patients per group could not be achieved with reasonable effort and in reasonable time.,FALSE,NA
NCT02541838,Poor recruitment,FALSE,NA
NCT02542956,NA,FALSE,NA
NCT02546492,Slow Enrollment,FALSE,NA
NCT02547298,"Previous PI left, staffing changes especially in setting of COVID pandemic meant we no longer wanted to proceed with further recruitment. There were no adverse events or concerns leading to the termination of the study. Simply logistical concerns",TRUE,FALSE
NCT02553876,"Stopped 1 jan 2017, logistical reasons",FALSE,NA
NCT02554331,NA,FALSE,NA
NCT02555293,Prematurely terminated due to organisational reasons,FALSE,NA
NCT02559024,Drug expired and access to additional supply ended. PI left the institution shortly afterwards and the study will not be re-activated. Only 4 patients were enrolled.,FALSE,NA
NCT02564380,Since trial start in Jan. 2016 only 41 patients could be recruited until planned date of end of follow up period. Under consideration of this fact the recruitment of the planned 130 patients was not possible within a reasonable recruitment period.,FALSE,NA
NCT02564796,COVID,TRUE,FALSE
NCT02567409,Scheduled Interim Monitoring,FALSE,NA
NCT02567435,Other - Pending evaluation of patients currently enrolled,FALSE,NA
NCT02567643,NA,FALSE,NA
NCT02568553,Other - To evaluate patients prior to study closure.,FALSE,NA
NCT02570100,The failures of the culture and immunostaining techniques for ALDH do not allow the main objective of the study to be met.,FALSE,NA
NCT02571530,Low enrollment,FALSE,NA
NCT02571608,"Study halted prematurely, prior to enrollment of first participant",FALSE,NA
NCT02571751,NA,FALSE,NA
NCT02574611,No reportable findings are possible. The PI/Co-PI were unable to recruit participants for this study. One participant was consented but did not undergo any study procedure.,FALSE,NA
NCT02575339,Funder Decision,FALSE,NA
NCT02581709,Very low recruitment and funding was unavailable to support further research.,FALSE,NA
NCT02584829,Terminated due to loss in funding,FALSE,NA
NCT02585921,Enrollment completed.,FALSE,NA
NCT02586519,"Clinical efforts were temporarily redirected, unable to resume since COVID",TRUE,FALSE
NCT02587598,NA,FALSE,NA
NCT02590380,Study was not started,FALSE,NA
NCT02592707,Terminated (Due to small number of ongoing patients. Patients ongoing at time of termination could choose to join study D-FR-01072-004 for long term follow-up.,FALSE,NA
NCT02593838,Recruitment problems,FALSE,NA
NCT02598999,Financial issues,FALSE,NA
NCT02603900,NA,FALSE,NA
NCT02605538,No active recruitment during the COVID pandemic. Time and resource deficiency at the Stockholm CF Center.,TRUE,FALSE
NCT02605616,Astra Zeneca notified Dr. Rita Basu that they will not manufacture new drug due to business reasons and study was stopped.,FALSE,NA
NCT02612038,No funding was available for the study,FALSE,NA
NCT02613104,NA,FALSE,NA
NCT02616185,"Due to strategic evaluation of PF-06753512 (VBIR-1) within context of Pfizer's oncology portfolio, decision not based on any safety or regulatory concerns.",FALSE,NA
NCT02618980,Slow enrollment speed due to the incidence of UGI bleeding in ACS patient is lower than expected.,FALSE,NA
NCT02624388,Poor enrollment,FALSE,NA
NCT02625090,"Based on available data, UCB has decided to stop development of padsevonil as adjunctive treatment of focal-onset seizure",FALSE,NA
NCT02627677,The study was stopped due to operational feasibility and not due to any safety concerns,FALSE,NA
NCT02629237,study sites were reconsidered.,FALSE,NA
NCT02629796,extended study during 6 years,FALSE,NA
NCT02633059,pending determination of funding,FALSE,NA
NCT02637947,"In the post-market environment, the RCT design did not allow achievement of enrollment goals",FALSE,NA
NCT02640248,"Original PI left NCH, study never started then",FALSE,NA
NCT02647242,Inclusion of the Last patient,FALSE,NA
NCT02647255,"Due to the rarity and rapid progressive course of the disease, patients were less likely to participate in randomization.",FALSE,NA
NCT02658812,Per PI,FALSE,NA
NCT02659202,Working on finding additional funding,FALSE,NA
NCT02659800,Sponsor decision,FALSE,NA
NCT02661022,NA,FALSE,NA
NCT02664298,Registry of patients registry has been discontinued,FALSE,NA
NCT02667873,Enrollment completed,FALSE,NA
NCT02671890,"expiration of study drug supply, will re-open after re-supply which we anticipate will be shortly",FALSE,NA
NCT02675439,No substantial anti-tumor activity was observed.,FALSE,NA
NCT02677688,completed inclusions,FALSE,NA
NCT02677818,No participants enrolled,FALSE,NA
NCT02678143,Closed early due to competing studies,FALSE,NA
NCT02678403,principal investigator left Toulouse hospital,FALSE,NA
NCT02682420,Company acquisition,FALSE,NA
NCT02683941,"National Comprehensive Cancer Network & European Neuroendocrine Tumor Society guidelines (2015/2016) led to prescription of somatostatin analogues (SSAs) in this setting, thereby limiting recruitment.",FALSE,NA
NCT02687360,funding not received,FALSE,NA
NCT02687386,Study medication no longer in production,FALSE,NA
NCT02688309,Enrollment was affected due to the COVID-19 pandemic,TRUE,FALSE
NCT02696759,PI left institution in 2019. Study was placed on hold at that time and will not be resuming.,FALSE,NA
NCT02698189,This study was terminated due to limited efficacy and not due to safety reasons,FALSE,NA
NCT02702115,All three subjects dosed in the study have rolled over to the Long-Term Follow-up Study IVPRP-LT01 (NCT04628871),FALSE,NA
NCT02702167,COVID-19 pandemic restrictions.,TRUE,FALSE
NCT02704312,Start of the Principal Investigatoir,FALSE,NA
NCT02705404,Additional mechanisms/trials to enroll these patients exist and competed with the trial.,FALSE,NA
NCT02705924,COVID19 crisis prevents from organizing the last seminar,TRUE,FALSE
NCT02706405,Terminated due to slow accrual.,FALSE,NA
NCT02707055,Early termination of the study due to the COVID-19 pandemic,TRUE,FALSE
NCT02707276,Limited resources and funding resulted in a decision to prematurely halt study and redirect remaining funds to partner study Low Field Magnetic Stimulation: Imaging Biomarkers in Geriatric Bipolar Depression (Protocol #2017P002783).,FALSE,NA
NCT02710279,difficulties in recruitment,FALSE,NA
NCT02717455,NA,FALSE,NA
NCT02717728,lack of funding,FALSE,NA
NCT02718131,Insufficient enrollment to meet the statistical requirements,FALSE,NA
NCT02721979,Terminated due to slow accrual,FALSE,NA
NCT02723708,interim analyses of outcomes,FALSE,NA
NCT02726659,Difficulty recruiting participants because principal investigator noticed that the participants in the population were responding well to low doses of mood stabilizers and therefor would not be recruited into the study.,FALSE,NA
NCT02727998,Study ran out of funding,FALSE,NA
NCT02729207,Due to lack of patients number,FALSE,NA
NCT02730325,Study terminated due to limited enrollment.,FALSE,NA
NCT02732457,"5 participants recruited in 7 years (no recruitment since 2015). Due to rare patient population and due to ongoing COVID-19 demands on healthcare systems, it was decided by the Protocol Steering Committee to terminate this study.",TRUE,FALSE
NCT02734615,Sponsor's decision,FALSE,NA
NCT02734719,Device is not available.,FALSE,NA
NCT02734797,Enrollment is temporarily paused due to COVID-19. This is not a suspension of IRB approval.,TRUE,FALSE
NCT02736318,Low accrual rate,FALSE,NA
NCT02737306,Lack of enrolment,FALSE,NA
NCT02740335,Awaiting feedback from FDA on study continuation or closure,FALSE,NA
NCT02741141,the study was stopped due to a change in delivery room practices,FALSE,NA
NCT02742883,Clinical Hold,FALSE,NA
NCT02744651,Practical circumstances making it not possible to finish the study.,FALSE,NA
NCT02749045,"Slow recruitment, funding period ended",FALSE,NA
NCT02751502,lack of enrollment and funding + Covid-19 pandemic,TRUE,FALSE
NCT02762773,unable to complete recruitment,FALSE,NA
NCT02767518,Transfer of main study team to another institution,FALSE,NA
NCT02767921,Insufficient accrual,FALSE,NA
NCT02769000,"The study was suspended in March of 2020 due to COVID. Rather than reopen the study, the decision was made to terminate it in July of 2021.",TRUE,FALSE
NCT02770703,"USB is responsible party on behalf of the principal investigator (PI). As PI cannot be tracked (lost to follow-up), the USB as ""sponsor"" set ""overall recruitment status"" unless the PI can be identified or tracked.",FALSE,NA
NCT02770820,Terminated due to funding difficulties,FALSE,NA
NCT02776488,The manufacturer of sodium lactate has stopped making the medication,FALSE,NA
NCT02779803,"The study team has made the decision to close this study at this time. No patient data was collected and/or analyzed. Since there was no study funds, contracts and budgets were unable to be drafted and sent to participating sites.",FALSE,NA
NCT02782871,Sponsor decision,FALSE,NA
NCT02783105,inclusion difficulties,FALSE,NA
NCT02788591,lack of accrual,FALSE,NA
NCT02789098,Technical issues.,FALSE,NA
NCT02792192,The study was terminated early as the study had met its goals of providing preliminary safety and efficacy information for atezolizumab monotherapy alone and in combination with BCG in NMIBC.,FALSE,NA
NCT02795520,slow patient accrual,FALSE,NA
NCT02803450,The protocol will be rewritten.,FALSE,NA
NCT02804087,"Due to the rigorous nature of the trial and enrollment interruptions caused by COVID-19, the study enrolled only 4 of the planned 110 subjects. Due to the lack of enrollment, the study was closed.",TRUE,FALSE
NCT02805517,"Number of kidney donors decreased, not able to enroll subjects at this time",FALSE,NA
NCT02807441,NA,FALSE,NA
NCT02808676,"Due to the COVID-19 pandemic, in-person interventions/assessments no longer possible.",TRUE,FALSE
NCT02811744,Funding issues.,FALSE,NA
NCT02811887,Slow recruitment of study participants,FALSE,NA
NCT02814786,lack of inclusion,FALSE,NA
NCT02815124,No funding secured and staffing changes resulting in no personnel to assist with study tasks.,FALSE,NA
NCT02816255,Due to budget and staff changes due to covid-19.,TRUE,FALSE
NCT02817347,Sponsor's decision for the Drug Development.,FALSE,NA
NCT02817815,Departure and non-replacement of the person in charge of the biological examinations specific to research carried out within the LIRYC IHU.,FALSE,NA
NCT02818023,Accrual to trial stopped due to high toxicity even at lowest dose of combination treatment. Patients on trial tolerating treatment at time of accrual closure still continued to receive treatment.,FALSE,NA
NCT02818894,"Due to changes in staffing and pandemic-related data collection gaps, enrollment, etc., the study was terminated.",TRUE,FALSE
NCT02819752,funding pulled,FALSE,NA
NCT02820831,Slow inclusion,FALSE,NA
NCT02821143,Realization not possible,FALSE,NA
NCT02824575,"Unfortunately, Deciphera management decided to not move forward with the rebastinib program and are terminating early.",FALSE,NA
NCT02825485,NA,FALSE,NA
NCT02826512,"Not enough eligble patient can be found, too many screen failures",FALSE,NA
NCT02827279,end of inclusion period,FALSE,NA
NCT02832323,inclusion difficulties,FALSE,NA
NCT02832687,The study was halted due to the worldwide COVID-19 pandemic and the cancellation of all elective cases.,TRUE,FALSE
NCT02833766,the trial was prematurely terminated as per SAKK board decision from 14th of November 2020. The trial is to be terminated after primary endpoint is reached.,FALSE,NA
NCT02836262,Short-term supply concerns with investigational device.,FALSE,NA
NCT02839707,Other - DMC Review,FALSE,NA
NCT02840110,Business Decision,FALSE,NA
NCT02846883,Early Termination as required by VA DSMB due to slow enrollment,FALSE,NA
NCT02847052,NA,FALSE,NA
NCT02847949,Strategic Reasons,FALSE,NA
NCT02848001,Adverse change in the risk/benefit,FALSE,NA
NCT02848716,Study cancelled due to operational difficulties,FALSE,NA
NCT02849496,Other - Evaluability assessment of current patients,FALSE,NA
NCT02853812,end of inclusion period,FALSE,NA
NCT02854488,"During the study period, no participants were enrolled in the study despite extensive recruitment methods.",FALSE,NA
NCT02855710,end of inclusion period,FALSE,NA
NCT02858284,Sponsor request,FALSE,NA
NCT02859415,Slow/Insufficient accrual,FALSE,NA
NCT02860741,"Continuing Review not submitted in time, so no longer IRB-approved. Will reopen upon reinstatement of IRB approval.",FALSE,NA
NCT02863029,Recruitment difficulty,FALSE,NA
NCT02864303,end of the inclusion period,FALSE,NA
NCT02864368,Funding,FALSE,NA
NCT02867644,Results not achievable after interim analysis conclusions and recruting difficulty,FALSE,NA
NCT02868528,NA,FALSE,NA
NCT02872298,Low enrollment,FALSE,NA
NCT02872727,Inclusion of the last patient,FALSE,NA
NCT02872792,NA,FALSE,NA
NCT02874651,Unacceptable toxicity (nasopharynx necrosis and massive hemorrhage),FALSE,NA
NCT02877836,end of inclusion period and difficulties on recruitment of one patient group,FALSE,NA
NCT02882295,recrutement difficulties,FALSE,NA
NCT02883283,It was decided that this study was not feasible at our institution.,FALSE,NA
NCT02885896,Principal investigator left the Hospices Civils de Lyon and has not been replaced,FALSE,NA
NCT02890797,NA,FALSE,NA
NCT02891265,study stopped due to the difficulty in patient compliance for follow up visits,FALSE,NA
NCT02895373,After completion of pilot study (n=50) no effect on primary outcome and limited feasibility of recruitment and study procedures,FALSE,NA
NCT02896816,No more funding,FALSE,NA
NCT02898623,NA,FALSE,NA
NCT02901067,COVID-19 pandemic and high proportion of patients meeting exclusion criteria.,TRUE,FALSE
NCT02901405,The study was unable to meet recruitment targets,FALSE,NA
NCT02901483,bussiness reason,FALSE,NA
NCT02901548,Study closed early due to futility,FALSE,NA
NCT02901626,The study was stopped per the recommendation of the DSMB and NICHD.,FALSE,NA
NCT02910752,Low enrollment,FALSE,NA
NCT02910843,due to structural financial deficit of SAKK,FALSE,NA
NCT02912182,Placebo medication expired,FALSE,NA
NCT02914834,Research activity halted due to the Coronavirus Disease 2019 (COVID-19) pandemic. We were obliged to stop the in-person study in March 2020 due to the mandated lockdowns as a result of COVID.,TRUE,FALSE
NCT02915679,difficulty in recruiting,FALSE,NA
NCT02917122,Funding is insufficient.,FALSE,NA
NCT02918500,Due to recruitment challenges.,FALSE,NA
NCT02923778,Scheduled Interim Monitoring,FALSE,NA
NCT02924714,Slow accrual,FALSE,NA
NCT02929056,grant funding ended,FALSE,NA
NCT02929485,NA,FALSE,NA
NCT02930538,PI left the institution,FALSE,NA
NCT02930941,Terminate due to slow enrollment rate.,FALSE,NA
NCT02932345,"Due to strategic decision, AZ has applied to terminate study at all participating sites and has committed that the data generated during the course of the study will not be submitted to China National Medical Products Administration.",FALSE,NA
NCT02934503,"This study was terminated as the standard of care for small cell lung cancer changed in 2018 to include immunotherapy in the front line setting, making this study no longer clinically relevant.",FALSE,NA
NCT02936947,due to Covid19 restrictions,TRUE,FALSE
NCT02940106,"enrollment too slow, too many variables included in the study",FALSE,NA
NCT02945813,Trial was prematurely closed for accrual by the SAKK Board and the follow-up period shortened to one year after last RT fraction of the last patient,FALSE,NA
NCT02947386,clinical hold,FALSE,NA
NCT02949479,"STUDY INVESTIGATORS HAVE LEFT THE INSTITUTION, THE DEPARTMENT NO LONGER HAS TIME TO INCLUDE",FALSE,NA
NCT02950506,Lack of resources,FALSE,NA
NCT02951377,Recruitment,FALSE,NA
NCT02954406,"Business decision, insufficient enrollment, no safety or efficacy concerns.",FALSE,NA
NCT02955290,drug supply issues,FALSE,NA
NCT02956291,Technology update to the MRI sequence needed,FALSE,NA
NCT02956317,NA,FALSE,NA
NCT02961322,not enough inclusions,FALSE,NA
NCT02962674,Sponsor decision,FALSE,NA
NCT02962973,Occurrence of a quality issue affecting some of its prostheses,FALSE,NA
NCT02964546,recruitment difficulties,FALSE,NA
NCT02969824,"The study was terminated prematurely due to COVID pandemic in July 2020 in Toronto, Canada. Our institution did not allow for in-person research, making continuation of the study untenable.",TRUE,FALSE
NCT02976948,Inclusion of the last patient,FALSE,NA
NCT02978625,Other - final slot on MCC cohort allocated,FALSE,NA
NCT02978716,Primary Analysis and survival follow up completed per protocol. Not stopped due to safety concerns,FALSE,NA
NCT02981628,Other - met accrual goals,FALSE,NA
NCT02982668,Significantly higher mortality,FALSE,NA
NCT02982694,"The results of the interim analysis showed that the efficacy in the MSS subgroup (MSI like) is inferior to the expected, and this situation is very unlikely to be reversed if the trial is fully completed.",FALSE,NA
NCT02984085,Replaced by new study in progress,FALSE,NA
NCT02986789,NA,FALSE,NA
NCT02989597,There was personnel loss and logistical issues which did not let us complete the study as planned.,FALSE,NA
NCT02991027,No subjects needed for enrollment anymore,FALSE,NA
NCT02991651,Limited IRX4204 Study Drug Supply,FALSE,NA
NCT02993146,Other - Amendment required to lower treatment dosage,FALSE,NA
NCT02994368,NA,FALSE,NA
NCT02996760,difficulty in recruiting,FALSE,NA
NCT02998047,Poor recruitment,FALSE,NA
NCT03000153,Organisational changes at site meant that recruitment was no longer feasible.,FALSE,NA
NCT03000179,Low accrual,FALSE,NA
NCT03003143,NA,FALSE,NA
NCT03004209,NA,FALSE,NA
NCT03007511,Due to limited financial resource,FALSE,NA
NCT03008278,Other - Pending amendment,FALSE,NA
NCT03017898,"Study halted due to lower success rates than expected, under evaluation, will potentially resume at a later date.",FALSE,NA
NCT03019107,Unable to meet enrollment goal,FALSE,NA
NCT03022578,Slow accrual,FALSE,NA
NCT03024437,Major review underway,FALSE,NA
NCT03026049,it was not possible to recruit the required amount of participants within a reseanable timefram.,FALSE,NA
NCT03031080,Intervention (Xiapex) was removed from the market,FALSE,NA
NCT03031964,"Closed the single investigator initiated study at request of Stryker, to begin collecting as a multicenter study.",FALSE,NA
NCT03034213,Cease of Funding,FALSE,NA
NCT03034538,Site staffing,FALSE,NA
NCT03034564,Site staffing,FALSE,NA
NCT03038672,Scheduled Interim Monitoring,FALSE,NA
NCT03039296,The low number of participants was enrolled in to the clinical trial,FALSE,NA
NCT03040856,Problems executing the study,FALSE,NA
NCT03041168,Study was stopped due to suspension of funding from CVR Global.,FALSE,NA
NCT03041701,The pharmaceutical company discontinued availability of the drug and we were forced to close the study before phase II was completed. Only one participant was enrolled on phase II.,FALSE,NA
NCT03044314,slow enrollment,FALSE,NA
NCT03049397,Pilot deemed not feasible based on predetermined stopping rules,FALSE,NA
NCT03050060,Terminated due to slow accrual,FALSE,NA
NCT03050814,The manufacturer indicated a problem with the vaccine product. The product is currently being withheld from further use in clinical trials.,FALSE,NA
NCT03051971,Study was abandoned.,FALSE,NA
NCT03056014,COVID,TRUE,FALSE
NCT03057678,No participants have been enrolled. The PI Is leaving the institution and we wish to close the study at this time.,FALSE,NA
NCT03057743,Difficulty enrolling subjects,FALSE,NA
NCT03062995,Study design not adequate anymore,FALSE,NA
NCT03064867,Waiting for new amendment to lower dosage,FALSE,NA
NCT03077269,"shortage of blood tubes (blue-top Sodium Citrate), study on hold until supply is replenished.",FALSE,NA
NCT03080753,"Study halted due to lower success rates than expected, under evaluation, will potentially resume at a later date.",FALSE,NA
NCT03081897,for organizational reasons,FALSE,NA
NCT03083977,pandemic related difficulties for recruitment,TRUE,FALSE
NCT03086889,Interim analysis,FALSE,NA
NCT03087058,Recruitment temporarily halted to reassess pediatric development plan,FALSE,NA
NCT03094195,Pre-clinical toxicity data,FALSE,NA
NCT03095404,No funding available.,FALSE,NA
NCT03102437,The primary objective of the protocol was to allow ongoing access to treatment of patients suffering from moderate to severe heart failure at selected investigational sites until the PMA was approved by the FDA for the OPTIMIZER System.,FALSE,NA
NCT03104270,The study was terminated early by Funding Sponsor due to low enrollment.,FALSE,NA
NCT03104725,"Difficulty with recruitment and participant accrual due to study eligibility criteria and required study procedures (e.g., multiple lumbar punctures).",FALSE,NA
NCT03107780,Scheduled Interim Monitoring,FALSE,NA
NCT03111758,Reaching total sample size was not feasible within the anticipated time frame.,FALSE,NA
NCT03113383,Device recalled by the manufacturer,FALSE,NA
NCT03113422,Safety,FALSE,NA
NCT03115749,end of inclusion period and recruitment difficulties,FALSE,NA
NCT03118921,suggestion of an accentuation of the bias of overestimating the silhouette in one of the avatar exposure modalities in virtual reality,FALSE,NA
NCT03121677,Vaccine manufacturing has been suspended,FALSE,NA
NCT03122301,Study stopped due to inadequate enrollment.,FALSE,NA
NCT03128619,Insufficient accrual,FALSE,NA
NCT03135990,The study was terminated due to the start of the COVID-19 pandemic.,TRUE,FALSE
NCT03137771,Scheduled Interim Monitoring,FALSE,NA
NCT03138499,Insufficient enrollment.,FALSE,NA
NCT03138538,"As part of a portfolio-level management of the company's oncology pipeline, it was decided to stop the next phase of internal development of the MetAP2 (M8891) program to enable realization of other opportunities within the oncology portfolio.",FALSE,NA
NCT03138590,No relevant anymore,FALSE,NA
NCT03142984,"The study has been on hold due to the COVID-19 pandemic. As of Mar 23, 2022, the Sponsor has decided to terminate the study for administrative reasons.",TRUE,FALSE
NCT03151304,"Sponsor's decision as at the completion of the primary analysis, the data were considered mature",FALSE,NA
NCT03151746,Insufficient enrollment,FALSE,NA
NCT03153540,Lack of recruitment,FALSE,NA
NCT03153826,Lack of patient recruitment,FALSE,NA
NCT03155321,Study was complete,FALSE,NA
NCT03155399,PI transferred to another Institution,FALSE,NA
NCT03155620,Other - Pending release of the next amendment,FALSE,NA
NCT03158298,due to lack of recruitment,FALSE,NA
NCT03159000,Project never started - lack of resources and no subjects enrolled,FALSE,NA
NCT03159936,unable to identify additional subjects to qualify for enrollment,FALSE,NA
NCT03161444,Active circulation of dengue virus in the region of the study that may affect the result of zika serology,FALSE,NA
NCT03164889,no enough participant can be enrolled,FALSE,NA
NCT03164954,"no recruitement possible for >12 months due to highly reduced surgical activity because of the COVID pandemic, all elective surgery was transferred to private hospitals for several months",TRUE,FALSE
NCT03165188,The IND was withdrawn,FALSE,NA
NCT03169894,Strategic reasons,FALSE,NA
NCT03172936,Sponsor's decision,FALSE,NA
NCT03177421,Study technology decommissioned at clinical site.,FALSE,NA
NCT03180398,PI left institution,FALSE,NA
NCT03184558,Based on planned futility assessment,FALSE,NA
NCT03185117,Low patient retention rate,FALSE,NA
NCT03188822,Study enrollment was too slow to complete the study in a reasonable time,FALSE,NA
NCT03189836,Business decision,FALSE,NA
NCT03191526,Due to not achieving the primary outcome.,FALSE,NA
NCT03192345,Occurrence of objective responses in multiple indications in the Phase 1b was not enough to warrant further exploration in view of competitive landscape and some toxicity (mostly bleeding events).,FALSE,NA
NCT03197506,Per protocol design - Group B (adjuvant) remains temporarily closed to assess safety in first six patients,FALSE,NA
NCT03199755,"Withdrawn in 2018 because clinicians did not follow protocols, issues with communication and also with tablet processing, nearby Ebola outbreak in 2018 (in the N Kivu area) confounded efforts.",FALSE,NA
NCT03200327,withdrawal of vaginal prosthesis from the market,FALSE,NA
NCT03201939,"DSMB recommendations. Laboratory QA/QC activities ongoing, related to uACR. measurement. Anticipate re-opening for enrollment in April 2022.",FALSE,NA
NCT03202147,Study halted prematurely prior to initiation but potentially will resume in the future.,FALSE,NA
NCT03206463,Feasibility pilot was completed,FALSE,NA
NCT03209232,Difficulty to recruit patients and as high dose infliximab for severe UC is now the rule rather than the exception,FALSE,NA
NCT03210714,Other - Pending release of next amendment.,FALSE,NA
NCT03211910,Funding issue of the sponsor,FALSE,NA
NCT03213678,Other - Agent expiry issue,FALSE,NA
NCT03214666,"Development of GTB-3550 halted due to development of the second generation camelid nanobody TriKE drug product, GTB-3650.",FALSE,NA
NCT03214887,Incomplete enrollment process,FALSE,NA
NCT03217708,"Non compliance from sponsor regarding applicable documentation to proceed with trial, therefore decision to permanently halt trial",FALSE,NA
NCT03218683,The study has been put on hold to allow further evaluation of safety related information,FALSE,NA
NCT03219164,Study was terminated early by sponsor due to the challenges and risks introduced by Coronavirus disease 2019 (COVID-19) pandemic.,TRUE,FALSE
NCT03219567,Slow enrollment,FALSE,NA
NCT03220178,"Due to COVID-19 pandemic, study cannot be finished in planned timeframe.",TRUE,FALSE
NCT03222921,"Technical issues, COVID-19",TRUE,FALSE
NCT03224182,Suspended development,FALSE,NA
NCT03224819,Priortization of other programs,FALSE,NA
NCT03225287,"After careful consideration, UCB has decided to no longer pursue PNH as a potential indication for zilucoplan.",FALSE,NA
NCT03229382,Very slow recruitment due to lack of relapse in the observed group of patients,FALSE,NA
NCT03230266,Inclusion of the last patient,FALSE,NA
NCT03231150,recruitment,FALSE,NA
NCT03231475,Board decision,FALSE,NA
NCT03234309,No enrollments,FALSE,NA
NCT03235180,Unable to secure funding.,FALSE,NA
NCT03235544,business decision; not due to safety concerns,FALSE,NA
NCT03236766,No intervention or clinical trial necessitating participants ultimately needed or required for this study.,FALSE,NA
NCT03245827,not enough recruitment,FALSE,NA
NCT03246425,NA,FALSE,NA
NCT03246568,no funding to purchase study device,FALSE,NA
NCT03248154,did not receive funding,FALSE,NA
NCT03248674,Difficulty with recruitment in this patient population.,FALSE,NA
NCT03250169,Under recruitment,FALSE,NA
NCT03251911,no participants enrolled,FALSE,NA
NCT03252834,Poor enrollment,FALSE,NA
NCT03253809,Unable to obtain study related data,FALSE,NA
NCT03254264,one inclusion and not others,FALSE,NA
NCT03255083,This study was terminated based on a business decision by the Sponsor.,FALSE,NA
NCT03259165,"COVID-19 pandemic. Initially had planned to resume study, but ultimately decided to close.",TRUE,FALSE
NCT03260972,Withdrawn by IRB,FALSE,NA
NCT03261544,Insufficient Staff,FALSE,NA
NCT03261817,No financial support,FALSE,NA
NCT03265496,The number of recruted patient was not sufficient,FALSE,NA
NCT03269669,Other - Comparative excess risks seen in UNITY trial,FALSE,NA
NCT03273907,Voluntary market withdrawal,FALSE,NA
NCT03275246,"The clinical study was stopped due to very low enrolment numbers. Due to the very slow enrolment, the goal of the study cannot be reached within a reasonable time frame.",FALSE,NA
NCT03275831,Business decision,FALSE,NA
NCT03278626,The study was stopped earlier than anticipated due to slow accrual,FALSE,NA
NCT03280992,Study not feasible in practise,FALSE,NA
NCT03284385,Other - FDA Clinical Hold,FALSE,NA
NCT03285269,Study was not initiated because it was not approved by KPSC IRB.,FALSE,NA
NCT03286426,COVID,TRUE,FALSE
NCT03287050,due to changing therapeutic landscape in metastatic bladder cancer and lack of radiation/immunotherapy systemic synergy in other malignancies,FALSE,NA
NCT03287414,Sponsor decision,FALSE,NA
NCT03288766,Low enrollment,FALSE,NA
NCT03289143,Study was terminated during Open Label Extension period because analyses of placebo-controlled Blinded portion of study did not show any evidence of clinical efficacy or modulation of accumulation of tau PET signal at any of the doses studied.,FALSE,NA
NCT03291691,for organizational reasons,FALSE,NA
NCT03294694,Safety Implications,FALSE,NA
NCT03294993,no participants enrolled,FALSE,NA
NCT03295552,Slow enrollment.,FALSE,NA
NCT03297294,Study was terminated early due to pre-clinical animal toxicity data,FALSE,NA
NCT03297333,Covid/19,TRUE,FALSE
NCT03300479,No patient enrolled. No study conduct due to lack of human resources.,FALSE,NA
NCT03309514,Insufficient funding,FALSE,NA
NCT03311269,Study was terminated for administrative reasons,FALSE,NA
NCT03312868,Burocracy and funding,FALSE,NA
NCT03314948,"Due to lack of resources and changes in current practice, the study was terminated",FALSE,NA
NCT03317665,Premature termination due to cease of funding,FALSE,NA
NCT03319316,Interest withdrawn,FALSE,NA
NCT03319771,Termination of study funding due to COVID-19,TRUE,FALSE
NCT03321760,Decided not to open the study.,FALSE,NA
NCT03324711,Departure of the Principal Investigator,FALSE,NA
NCT03324958,Enrollment difficulties,FALSE,NA
NCT03328013,manager's decision,FALSE,NA
NCT03330197,Sponsor decision due to slow accrual,FALSE,NA
NCT03331640,slow recruitment,FALSE,NA
NCT03333031,Budgetary challenges,FALSE,NA
NCT03333382,Post transplant leaks are now less frequent at VUMC and we struggled to enroll.,FALSE,NA
NCT03336372,Sponsor discontinued study on 8Sep2018,FALSE,NA
NCT03336671,Poor recruitment,FALSE,NA
NCT03337282,Elderly population difficult to recruit,FALSE,NA
NCT03342950,Low recruitment due to the COVID-19 pandemic,TRUE,FALSE
NCT03342989,Recruitment not sufficient to justify continuation,FALSE,NA
NCT03343041,Covid and lack of resources,TRUE,FALSE
NCT03343210,due to covid pandemic,TRUE,FALSE
NCT03344978,Unable to recruit participants,FALSE,NA
NCT03344991,Unable to recruit participants,FALSE,NA
NCT03347123,A business decision made by Incyte after analysis of data from a sister study.,FALSE,NA
NCT03348163,Lack of ability to recruit due to COVID-19 pandemic,TRUE,FALSE
NCT03350269,Study was terminated prior to full enrollment,FALSE,NA
NCT03352427,Low accrual,FALSE,NA
NCT03352557,The study (NCT03352557) was terminated based on lack of efficacy following the placebo-controlled period readout.,FALSE,NA
