nctid,why_stopped,covid19_explicit,restart_expected
NCT03687957,COVID-19,TRUE,FALSE
NCT03695042,Covid-19,TRUE,FALSE
NCT03697850,Temporary suspension since March 13 due to COVID-19 pandemic,TRUE,TRUE
NCT03707158,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03750643,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03764774,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03770494,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03802396,COVID-19 social distancing requirements,TRUE,FALSE
NCT03809455,Study was cancelled by Sponsor.,FALSE,NA
NCT03841058,Due to COVID-19.,TRUE,FALSE
NCT03844412,Enrollment of new participants is suspended until activities return to normal following Covid-19 resolution.,TRUE,TRUE
NCT03851237,COVID-19,TRUE,FALSE
NCT03856359,Study suspended due to the Covid19 virus until further notice,TRUE,FALSE
NCT03861923,Covid-19 Measures,TRUE,FALSE
NCT03916419,COVID-19,TRUE,FALSE
NCT03928379,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03928704,Study recruitment temporarily halted as a precautionary measure due to the COVID-19 pandemic.,TRUE,TRUE
NCT03929744,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03933943,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03940742,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03949842,The decision to end the study was based on a change in GSK strategy. No subjects were enrolled into the study.,FALSE,NA
NCT03951753,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03964337,Enrollment is suspended due to COVID-19.,TRUE,FALSE
NCT03977974,COVID-19 pandemic.,TRUE,FALSE
NCT04014361,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04019054,COVID,TRUE,FALSE
NCT04047446,response to COVID-19,TRUE,FALSE
NCT04050553,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04052594,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04081350,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04089865,response to COVID-19,TRUE,FALSE
NCT04106206,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04115007,Temporary suspension since March 13 due to COVID-19 pandemic,TRUE,TRUE
NCT04119557,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04126161,COVID-19 Restrictions,TRUE,FALSE
NCT04143802,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04148937,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04152382,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04156581,response to COVID-19,TRUE,FALSE
NCT04156750,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04161976,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04165031,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04167072,Unexpected difficulties recruiting and following patients,FALSE,NA
NCT04172987,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04217057,COVID-19,TRUE,FALSE
NCT04230122,Protocol stopping criteria (safety) were met.,FALSE,NA
NCT04235309,COVID-19 social distancing requirements.,TRUE,FALSE
NCT04259346,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04266756,"Due to strict measures of the government to contain the spread of COVID-19 outbreak, we follow the recommendation of the Ethics Committee to suspend this trial.",TRUE,FALSE
NCT04270370,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04276207,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04329572,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study.",FALSE,NA
NCT04348474,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study.",FALSE,NA
NCT04357704,Delay in setting up the study.,FALSE,NA
NCT00615784,Study terminated. Eisai's Targretin acquired by another pharmaceutical company.,FALSE,NA
NCT01094691,Temporary suspension of recruitment and research activities due to COVID-19,TRUE,TRUE
NCT01352429,Covid-19,TRUE,FALSE
NCT01952223,Temporary suspension since March 20 due to COVID-19 pandemic,TRUE,TRUE
NCT02061774,Preliminary analysis showed not clinically significant. Study ended and closed 1/11/2018,FALSE,NA
NCT02135679,Covid-19,TRUE,FALSE
NCT02153229,Covid-19,TRUE,FALSE
NCT02207465,Covid-19,TRUE,FALSE
NCT02246738,Covid-19,TRUE,FALSE
NCT02257879,"due to constraints with collaborator and subject matter expert, recruitment was unable to begin",FALSE,NA
NCT02343549,accrual temporarily suspended during COVID-19 pandemic,TRUE,TRUE
NCT02404415,NA,FALSE,NA
NCT02452775,NA,FALSE,NA
NCT02507011,Recruitment,FALSE,NA
NCT02591134,In response to COVID-19,TRUE,FALSE
NCT02601833,Intervention/interactions are temporarily paused due to COVID-19 and are expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT02604667,Study paused due to COVID-19 and will resume based on guidance of public health authorities. This is not a suspension of IRB approval.,TRUE,TRUE
NCT02698293,Covid-19,TRUE,FALSE
NCT02805595,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT02836067,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT02840877,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT02927847,New enrollment is temporarily suspended due to COVID19 restrictions,TRUE,TRUE
NCT02963766,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT02976038,Registration trial did not meet the primary end points,FALSE,NA
NCT03055884,low numbers of participants,FALSE,NA
NCT03090711,temporary interruption due to COVID-19 - participants belong to the risk group,TRUE,TRUE
NCT03143842,Not enough participants,FALSE,NA
NCT03151642,Covid-19,TRUE,FALSE
NCT03170258,temporarily suspended due to COVID-19,TRUE,TRUE
NCT03173794,This trial was a duplicate entry. Recruitment was never open and no participants were enrolled.,FALSE,NA
NCT03246347,accrual temporarily suspended during COVID-19 pandemic,TRUE,TRUE
NCT03274440,Principle Investigator was deployed to NYP to help with COVID-19 response team,TRUE,FALSE
NCT03276741,Unable to recruit to enrollment target,FALSE,NA
NCT03301909,COVID-19,TRUE,FALSE
NCT03323749,"Part1,double blind portion of the trial did not meet the primary end points",FALSE,NA
NCT03363711,Covid-19,TRUE,FALSE
NCT03406923,due to COVID-19,TRUE,FALSE
NCT03484923,only recruitment temporarily paused due to COVID-19,TRUE,TRUE
NCT03485365,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing.",TRUE,TRUE
NCT03495713,Covid-19,TRUE,FALSE
NCT03510988,Temporarily paused due to COVID-19 and will resume based on guidance of public health authorities. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03546829,Covid-19,TRUE,FALSE
NCT03559049,Enrollment temporarily paused for planned interim analysis; this is not a suspension of IRB approval,FALSE,NA
NCT03559309,COVID-19 Pandemic Measures,TRUE,FALSE
NCT03591770,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03593395,Accrual temporarily suspended during COVID-19 pandemic,TRUE,TRUE
NCT03602066,per Pharma company,FALSE,NA
NCT03637998,Due to COVID-19,TRUE,FALSE
NCT03649659,Enrollment and interventions are temporarily paused due to COVID-19 and are expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03652909,We are not seeing research patients currently due to COVID-19.,TRUE,FALSE
NCT03653741,The study is temporarily paused due to COVID-19 and will resume based on guidance of public health authorities. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03688919,Enrollment is temporarily paused due to COVID-19; interactions/interventions with current participants continue. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03726671,Subject activity suspended due to COVID-19. Recruiting - respond to emails only.,TRUE,FALSE
NCT03731598,Difficulty recruiting. Objectives from this protocol added to another protocol collecting the same information.,FALSE,NA
NCT03762109,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03790072,Suspended due to COVID-19 situation,TRUE,FALSE
NCT03791060,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03857308,Unable to continue enrollment for dissertation study due to COVID-19,TRUE,FALSE
NCT03878459,Temporary suspension by PI due to Covid-19,TRUE,TRUE
NCT03913078,Temporarily suspended due to Pandemic,TRUE,TRUE
NCT03971149,We came across unexpected difficulty with recruitment that has not been solved.,FALSE,NA
NCT03994185,Study was withdrawn by the Sponsor prior to enrollment,FALSE,NA
NCT03996967,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT04065841,COVID-19 Pandemic,TRUE,FALSE
NCT04069702,COVID-19 restrictions on in person activities for non-essential studies,TRUE,FALSE
NCT04097834,Recruitment has been suspended due to COVID-19.,TRUE,FALSE
NCT04119024,SAE review,FALSE,NA
NCT04175106,COVID-2019,TRUE,FALSE
NCT04181203,Temporary suspension since March 20 due to COVID-19 pandemic,TRUE,TRUE
NCT04183634,Company Decision,FALSE,NA
NCT04211350,COVID-19,TRUE,FALSE
NCT04214184,On hold due to COVID-19 outbreak,TRUE,TRUE
NCT04246606,Temporary suspension since March 13 due to COVID-19 pandemic,TRUE,TRUE
NCT04258345,not yet funded,FALSE,NA
NCT04273867,Temporarily paused due to COVID-19 and will resume based on guidance of public health authorities. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04360967,Sponsor decision stopped in June 2017,FALSE,NA
NCT04362306,Temporarily suspended due to pandemic,TRUE,TRUE
NCT00632827,Manufacturing shortage of both Diftitox and Doxil,FALSE,NA
NCT01280994,COVID-19,TRUE,FALSE
NCT02014415,Study visits suspended due to COVID-19 pandemic.,TRUE,FALSE
NCT02478255,COVID-19,TRUE,FALSE
NCT02478268,COVID-19,TRUE,FALSE
NCT02485366,Product unavailability,FALSE,NA
NCT02554383,In response to COVID-19.,TRUE,FALSE
NCT02582957,All sites suspended because of the COVID pandemic.,TRUE,FALSE
NCT02766088,NA,FALSE,NA
NCT02768727,Suspended due to COVID-19,TRUE,FALSE
NCT03143543,FDA removal of drug from the market due to cancer risks,FALSE,NA
NCT03182049,Funding was not able to be secured for the study and no participants enrolled.,FALSE,NA
NCT03197090,poor patient recruitment and limited resources,FALSE,NA
NCT03204916,Planned evaluation of patients currently enrolled on study,FALSE,NA
NCT03514511,Trial put on hold due to COVID 19 pandemic. This is a first-in-human trial and safety information about the investigational medicinal product is limited.,TRUE,TRUE
NCT03548168,Temporarily stopped due to COVID-19 and expected to resume.,TRUE,TRUE
NCT03571386,COVID-19 pandemic,TRUE,FALSE
NCT03802630,Only recruitment temporarily paused due to COVID-19 and safety measure,TRUE,TRUE
NCT03810313,Only recruitment temporarily paused due to COVID-19 and safety measure,TRUE,TRUE
NCT03898427,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03973970,Enrollment into this study is on hold due to Covid19,TRUE,TRUE
NCT03978572,Temporarily paused due to COVID-19 and expected to resume. Not of IRB approval,TRUE,TRUE
NCT04005352,Only recruitment temporarily paused due to COVID-19 and safety measure,TRUE,TRUE
NCT04031885,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04046991,Suspended due to COVID-19,TRUE,FALSE
NCT04047472,Only recruitment temporarily paused due to safety measures,FALSE,NA
NCT04048668,Suspended due to COVID-19,TRUE,FALSE
NCT04058067,Only recruitment temporarily paused due to safety measures,FALSE,NA
NCT04117724,Suspended due to COVID-19,TRUE,FALSE
NCT04127942,no sufficient enrolled pateints,FALSE,NA
NCT04141982,enrollment at NECCR is on hold due to Covid 19. The other sites have completed enrollment,TRUE,TRUE
NCT04149379,Because of the economic consequences of the COVID-19 pandemic 2020,TRUE,FALSE
NCT04150523,Suspended due to COVID-19,TRUE,FALSE
NCT04159701,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04176653,"Study stopped prior to subject administered first dose, due to COVID-19",TRUE,FALSE
NCT04234724,Suspended due to COVID-19,TRUE,FALSE
NCT04269824,Suspended due to COVID-19 restrictions,TRUE,FALSE
NCT04277325,The study has been postponed due to mobility constrains during covid-19 crisis.,TRUE,FALSE
NCT04302831,COVID-19 safety restrictions,TRUE,FALSE
NCT00003645,Per PI request,FALSE,NA
NCT00602329,Due to Poor accrual,FALSE,NA
NCT00837395,"Co-investigator left the university and another co-investigator died several years ago, making it impossible to complete the study as planned.",FALSE,NA
NCT00930046,The institution transitioned from open surgical procedure to Robotic procedure,FALSE,NA
NCT01409811,Study closed after it became too difficult to interest patients in participating.,FALSE,NA
NCT02011971,We are now considering revision of the IND to determine maximum tolerated dose,FALSE,NA
NCT02174016,Funding,FALSE,NA
NCT02298166,The manufacturer Arog Pharmaceuticals Inc has terminated the Agreement Concerning the Support of an Investigator Initiated Trial this became valid on 2020/03/09,FALSE,NA
NCT02302885,Covid-19,TRUE,FALSE
NCT02671084,interim analysis suggests futility,FALSE,NA
NCT02830334,this study was determined by IRB not to be humans subjects research,FALSE,NA
NCT02943668,Terminated due to low accrual,FALSE,NA
NCT02953548,This study met No Go Criteria; all participants enrolled demonstrated continued hypsarrhythmia and spasms on follow-up video EEG after 2 weeks of treatment.,FALSE,NA
NCT02966223,Sponsor prematurely withdrew financial support.,FALSE,NA
NCT03093493,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03313999,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03321617,This study is temporarily suspended due to COVID-19 pandemic.,TRUE,TRUE
NCT03378973,No longer clinically relevant,FALSE,NA
NCT03389620,COVID-19 restrictions,TRUE,FALSE
NCT03401931,another design of protocole is submitted for approuval before the start date,FALSE,NA
NCT03429777,Lack of novelty of study,FALSE,NA
NCT03444948,"There was a voluntary recall from the Habib EUS RFA device manufacturer, Boston Scientific",FALSE,NA
NCT03451708,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03472326,GS-9131 did not meet the targeted antiviral response,FALSE,NA
NCT03566303,Coronavirus Pandemic,TRUE,FALSE
NCT03574181,Extensive changes to the watch design would be needed to produce a robust device.,FALSE,NA
NCT03579186,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03599037,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03713619,COVID-19 Pandemic,TRUE,FALSE
NCT03713632,COVID-19 Pandemic,TRUE,FALSE
NCT03715751,Enrollment has temporarily paused due to COVID-19 and is expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03755687,Paused until further notice due to COVID-19 restrictions,TRUE,TRUE
NCT03814746,Only recruitment temporarily paused due to COVID-19,TRUE,TRUE
NCT03870919,Temporary suspension since March 13 due to COVID-19 pandemic,TRUE,TRUE
NCT03873220,Currently suspended due to Covid-19 policies.,TRUE,FALSE
NCT03911063,Personnel unavailable to run the study,FALSE,NA
NCT03915964,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT03927612,"All study interventions have been discontinued at this time due to COVID-19, but study procedures plan to resume following the removal of COVID-19 restrictions.",TRUE,TRUE
NCT03937531,PI Left the Institution,FALSE,NA
NCT03953794,No accrual,FALSE,NA
NCT03962725,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03968419,Only recruitment temporarily paused due to COVID-19.,TRUE,TRUE
NCT03970837,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing.",TRUE,TRUE
NCT03980483,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing",TRUE,TRUE
NCT03993002,Enrollment has temporarily paused due to COVID-19 and is expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT04075396,Recruitment temporarily on hold due to COVID-19 situation.,TRUE,TRUE
NCT04086745,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04088409,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04134728,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing.",TRUE,TRUE
NCT04145440,Study recruitment paused due to COVID-19 pandemic,TRUE,TRUE
NCT04153981,Enrollment on hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04237116,COVID-19 Pandemic,TRUE,FALSE
NCT01459666,Investigator left institution for private practice,FALSE,NA
NCT02314169,Scheduled Interim Monitoring,FALSE,NA
NCT02714140,COVID-related restrictions on in-person participant contact,TRUE,FALSE
NCT02939222,NA,FALSE,NA
NCT03152383,"Enrollment suspended due to COVID-19, prescreening continues for future enrollment",TRUE,TRUE
NCT03197922,"Enrollment suspended due to COVID-19, prescreening continues for future enrollment",TRUE,TRUE
NCT03487822,"Temporarily paused due to COVID-19, will resume based on guidance of public health authorities. This is not a suspension of IRB approval.",TRUE,TRUE
NCT03570892,only recruitment temporarily paused due to COVID-19,TRUE,TRUE
NCT03932513,Study was halted due to suspected liver injury in another study with Inarigavir,FALSE,NA
NCT03979638,Trial was terminated due to the impact of the COVID-19 on trial activities. 68 patients with refractory chronic cough were enrolled with 52 completing treatment,TRUE,FALSE
NCT04026750,Based on scientific data collected during the trial and high screen fail rate.,FALSE,NA
NCT04059198,Evidence of liver injury in a separate Inarigavir study,FALSE,NA
NCT04170374,Currently suspended due to COVID-19 policies,TRUE,FALSE
NCT04368455,COVID-19,TRUE,FALSE
NCT00842283,Not a clinical trial study.,FALSE,NA
NCT02169739,COVID 19 restrictions,TRUE,FALSE
NCT03073460,Not able to recruit any participants,FALSE,NA
NCT03153397,COVID-19,TRUE,FALSE
NCT03318627,No capacity to conduct the study,FALSE,NA
NCT03381183,Currently suspended due to COVID-19 policies,TRUE,FALSE
NCT03404934,Terminated by mutual agreement between the site and sponsor,FALSE,NA
NCT03555786,Failure of recruitment,FALSE,NA
NCT03698669,Recruitment suspended due to COVID-19 policies; follow up continues remotely.,TRUE,FALSE
NCT03779516,change in procedure,FALSE,NA
NCT03840369,COVID-19 pandemic has halted all recruitment and pushed back the anticipated study start date.,TRUE,TRUE
NCT03869684,The study terminated for safety reasons,FALSE,NA
NCT03871543,"To ensure the safety of participants during the COVID-19 pandemic, this clinical trial is suspended until further notice",TRUE,FALSE
NCT03952182,Recruitment and follow up concerns during Covid-19 pandemic,TRUE,FALSE
NCT03965962,Suspended (Due to COVID-19),TRUE,FALSE
NCT04109768,PI left university,FALSE,NA
NCT04146532,The study was suspended due to COVID-19 cessation of research activities in March of 2020,TRUE,FALSE
NCT04178772,"To ensure the safety of participants during the COVID-19 pandemic, this clinical trial is suspended until further notice",TRUE,FALSE
NCT04205396,Enrollment is temporarily paused due to COVID-19; interactions/interventions with current participants continue. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04224844,"not recruiting, awaiting for changes in IRB",FALSE,NA
NCT04253795,"not recruiting, awaiting for changes in IRB",FALSE,NA
NCT04368910,Due to slow recruitment the study was terminated prematurely by the Sponsor after 30 subjects had been included,FALSE,NA
NCT00793884,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02460835,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT02492854,Currently suspended due to Covid-19 pollicies.,TRUE,FALSE
NCT02887157,Duke University suspended non-essential in-person research on 3/13/20. Study recruitment will reopen once Duke has resumed in-person non-essential research.,TRUE,TRUE
NCT03015831,Statistical analysis of interim data showed no advantage of colchicine,FALSE,NA
NCT03029104,Sufficient clinical results obtained to support study endpoints.,FALSE,NA
NCT03099356,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03126760,Temporarily Suspended for COVID-19,TRUE,TRUE
NCT03212352,"Advised by DSMB based on interim-analysis, highly significant difference.",FALSE,NA
NCT03300505,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03335280,Low Accrual,FALSE,NA
NCT03464851,Low enrollment due to inclusion/exclusion criteria,FALSE,NA
NCT03474965,Only recruitment temporarily paused due to COVID-19.,TRUE,TRUE
NCT03529019,Curretly suspended due to Covid-19 policies.,TRUE,FALSE
NCT03556904,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03599583,Temporarily suspending due to the impact of COVID-19 on practices.,TRUE,TRUE
NCT03682497,Attendance at study sites carries risk of COVID-19 infection. Non-attendance at planned study site visits has unacceptable study related patient safety risk.,TRUE,FALSE
NCT03713268,Duke University suspended non-essential in-person research on 3/13/20. Study recruitment will reopen once Duke has resumed in-person non-essential research.,TRUE,TRUE
NCT03740009,COVID-19 pandemic,TRUE,FALSE
NCT03779867,COVID19 Suspension,TRUE,FALSE
NCT03781778,COVID19 Suspension,TRUE,FALSE
NCT03785873,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03829722,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03932240,All subject enrollment/follow up is on hold due to COVID-19 pandemic,TRUE,TRUE
NCT04041908,Low enrollment,FALSE,NA
NCT04114929,COVID-19,TRUE,FALSE
NCT04158752,"Recruitment is temporarily suspended, related to COVID-19.",TRUE,TRUE
NCT04165083,Business Reasons,FALSE,NA
NCT04223687,Recruitment has been suspended due to COVID-19.,TRUE,FALSE
NCT04248907,"Due to Corona Virus guidelines, we have decided to withdraw the study.",TRUE,FALSE
NCT04283058,Covid-19 disruption of team,TRUE,FALSE
NCT04302727,Recruitment has been suspended due to COVID-19.,TRUE,FALSE
NCT04371159,Temporarily suspended due to COVID-19,TRUE,TRUE
NCT00807482,Recruitment has been suspended during COVID-19 pandemic,TRUE,FALSE
NCT01763359,The original PI moved on from this facility as did other key personnel. The current PI decided to discontinue the study.,FALSE,NA
NCT01919489,Recruitment is suspended due to COVID-19. Study visits for currently enrolled subjects are ongoing per an IRB approved amendment to reflect the pandemic status,TRUE,TRUE
NCT02277613,NA,FALSE,NA
NCT02683473,Study temporarily paused due to COVID-19 and is expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT02711592,Lack of enrollment,FALSE,NA
NCT02892604,not enough participants,FALSE,NA
NCT03048227,"CGM Navigator isn't longer available (October 11, 2019)",FALSE,NA
NCT03101046,Temporary suspension since March 2020 due to COVID-19 pandemic,TRUE,TRUE
NCT03287778,"Due to the current COVID-19 pandemic, the recruitment of new subjects is temporarily discontinued. Ongoing, randomised patients are managed per Trial Protocol.",TRUE,TRUE
NCT03336528,Recruitment is suspended due to COVID-19. Study visits for currently enrolled subjects are ongoing per an IRB approved amendment to reflect the pandemic status.,TRUE,FALSE
NCT03338998,Only recruitment temporarily paused due to Covid-19.,TRUE,TRUE
NCT03401697,COVID-19,TRUE,FALSE
NCT03438552,Temporary suspension since March 2020 due to COVID-19 pandemic,TRUE,TRUE
NCT03446612,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing.",TRUE,TRUE
NCT03456778,The study activities are suspended due to COVID-19 pandemic,TRUE,FALSE
NCT03562767,Study activities are suspended due to COVID-19 pandemic,TRUE,FALSE
NCT03577106,Due to the Covid-19 pandemic,TRUE,FALSE
NCT03673865,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT03704584,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT03838536,Suspended with COVID-9 pandemic; will resume post-pandemic.,TRUE,TRUE
NCT03877068,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT03922581,Enrollment is temporarily suspended due to COVID-19,TRUE,TRUE
NCT03929562,Enrollment is temporarily paused due to COVID-19; interactions/interventions with current participants continue. This is not a suspension of IRB approval.,TRUE,TRUE
NCT03938350,Enrollment is temporarily suspended due to COVID-19,TRUE,TRUE
NCT03949244,COVID-19,TRUE,FALSE
NCT03958955,Trial put on hold due to COVID 19 pandemic.,TRUE,TRUE
NCT03976596,Study temporarily paused due to COVID-19 and expected to resume. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04125680,"""Enrollment is temporarily paused due to COVID-19 and is expected to reopen in the future. This is not a suspension of IRB approval.""",TRUE,TRUE
NCT04160078,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT04176497,Recruitment temporarily paused due to COVID-19 and expected to resume.,TRUE,TRUE
NCT04241484,PI left the institution,FALSE,NA
NCT04263337,Enrollment temporarily suspended during COVID-19 pandemic.,TRUE,TRUE
NCT04274465,"Due to COVID-19,expected to resume. This is not a suspension of IRB approval",TRUE,TRUE
NCT04372966,The Chief Investigator (John Keating),FALSE,NA
NCT01075776,Lack of funding,FALSE,NA
NCT02560805,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02813447,COVID-19 hold,TRUE,TRUE
NCT03121911,technical problems in equipment,FALSE,NA
NCT03220711,Enrollment and interactions/interventions temporarily paused due to COVID-19 & will resume in the future. No suspension of IRB approval.,TRUE,TRUE
NCT03454360,Sponsor business decision unrelated to product safety or efficacy.,FALSE,NA
NCT03588715,Suspended due to COVID-19,TRUE,FALSE
NCT03737617,Cant obtain IMP,FALSE,NA
NCT03858920,COVID-19,TRUE,FALSE
NCT03927248,Withdrawn,FALSE,NA
NCT03952858,Too few elible patients but only one gave informed consent,FALSE,NA
NCT04063241,Study suspended due to Covid-19,TRUE,FALSE
NCT04183205,"Administrative Hold on Non-Critical, In-Person Interactions with Human Research Subjects in ORD-Funded Studies due to COVID-19",TRUE,TRUE
NCT04261140,required license,FALSE,NA
NCT04316000,Due to SARS-CoV2 (Covid-19) pandemia and its implications for outcomes bias.,TRUE,FALSE
NCT04375189,Covid-19,TRUE,FALSE
NCT00005485,COVID-19 outbreak,TRUE,FALSE
NCT00734838,COVID-19,TRUE,FALSE
NCT01026571,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT01736267,Closed by IRB,FALSE,NA
NCT01825369,Changes to cardiac surgery program,FALSE,NA
NCT01980797,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT02422875,Enrollment and study activities are temporarily suspended due to COVID-19.,TRUE,TRUE
NCT02645942,Study stopped due to organization reasons.,FALSE,NA
NCT02700763,Due to the very low inlcusion rate and the current COVID-19 pandemic.,TRUE,FALSE
NCT02856373,Low enrollment number,FALSE,NA
NCT02953431,COVID-19 Institution Suspension of Research,TRUE,FALSE
NCT03001518,COVID,TRUE,FALSE
NCT03148288,low enrollment,FALSE,NA
NCT03201549,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval,TRUE,TRUE
NCT03382899,The CYPRESS-1 trial was closed early after the planned final analysis because the risk benefit ratio is unfavorable.,FALSE,NA
NCT03382912,The CYPRESS-2 trial was closed early after the planned final analysis because the risk benefit ratio is unfavorable.,FALSE,NA
NCT03519087,The planned 15-month recruitment period was completed.,FALSE,NA
NCT03532490,Suspended due to COVID-19 public health emergency.,TRUE,FALSE
NCT03634397,Temporarily suspended due to Pandemic,TRUE,TRUE
NCT03637868,no enrollment,FALSE,NA
NCT03745781,low enrollment,FALSE,NA
NCT03867045,"Study deemed non-essential under COVID pandemic,",TRUE,FALSE
