nctid,why_stopped,covid19_explicit,restart_expected
NCT03887533,Enrollment was poor due to COVID-19 pandemic,TRUE,FALSE
NCT03909685,Application withdrawn from the IRB.,FALSE,NA
NCT03945799,The study has gotten preliminary results and stopped advanced.,FALSE,NA
NCT03952013,COVID-19 : departure of investigative staff,TRUE,FALSE
NCT03959033,Insufficient accrual,FALSE,NA
NCT03970382,Business decision,FALSE,NA
NCT03987672,Recruitment challenges,FALSE,NA
NCT03997487,Lack of funding,FALSE,NA
NCT04002726,Lack of funding,FALSE,NA
NCT04012736,Inability to recruit and perform study visits due to COVID19 pandemic,TRUE,FALSE
NCT04042168,No subject met criteria for enrollment and study was stopped due to the pandemic,TRUE,FALSE
NCT04043117,Study was stopped due to covid-19 sanitary restrinction in the oncology ward and day hospital.,TRUE,FALSE
NCT04052672,Due to COVID-19 Pandemic Recruitment was not started,TRUE,FALSE
NCT04060342,No clear benefit of GB1275 was observed either as monotherapy or in combination with pembrolizumab.,FALSE,NA
NCT04062838,I did not receive funding to finance this study,FALSE,NA
NCT04064346,The decision is based on a thorough reassessment of the commercial potential of lixivaptan as a potential best-in-class therapy for patients with ADPKD.,FALSE,NA
NCT04093622,Incorporation of LTFU into the main interventional study.,FALSE,NA
NCT04108481,Working on revisions,FALSE,NA
NCT04109144,"PI confirmed that while coordination and planning was conducted upon IRB approval, no participants were enrolled into the study",FALSE,NA
NCT04130919,Sponsor terminated the study since a new molecular entity was able to achieve greater target coverage,FALSE,NA
NCT04139395,Not feasible at this time.,FALSE,NA
NCT04155580,Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,FALSE,NA
NCT04157036,"COVID halted recruitment for 2 years. A majority of patients eligible for the study had already taken preoperative analgesics, which disqualified them for the study.",TRUE,FALSE
NCT04167618,Business priorities,FALSE,NA
NCT04172532,End of Initial Phase of Multi-phase protocol,FALSE,NA
NCT04200066,One of the drugs for the study is not commercially available.,FALSE,NA
NCT04210362,"Due to the Covid-19 contingency, activities were suspended in March 2020. Baseline measurements were obtained for n=764 children whose caregivers enrolled in the NPECDP-UKA.",TRUE,FALSE
NCT04277962,Sponsor did not want to pursue and COVID 19 delays,TRUE,FALSE
NCT04314843,Development program terminated.,FALSE,NA
NCT04346615,Lack of enrollment due to evolution of COVID-19 pandemic with reduction in patients at risk for severe disease and growing number of effective alternative therapies,TRUE,FALSE
NCT04384679,"Due to reallocation of resources, this study could not be initiated.",FALSE,NA
NCT04406207,COVID-19,TRUE,FALSE
NCT04467034,"Schools were unable to participate due the COVID-19 pandemic, which shifted educational priorities and therefore impeded school-based recruiting efforts. No participants were enrolled.",TRUE,FALSE
NCT04503161,Investigator left institution,FALSE,NA
NCT04514328,the study never opened for pandemic reasons,TRUE,FALSE
NCT04534101,Temporarily paused due to COVID-19 and expected to resume. Resumption timeline unclear due ongoing pandemic. This is not a suspension of IRB approval.,TRUE,TRUE
NCT04542395,Study not funded,FALSE,NA
NCT04543513,Changes to protocol are necessary to optimize engagement of neural target,FALSE,NA
NCT04555564,Study withdrawn in IRB,FALSE,NA
NCT04562298,Both the sponsors and collaborator are considering terminating the study.,FALSE,NA
NCT04579068,Study not funded,FALSE,NA
NCT04599062,Evaluating trial design,FALSE,NA
NCT04602494,"The pilot study used apo-varenicline under temp FDA authorization. When varenicline was available an IND exemption was granted to enroll children, IRB approved a trial of varenicline in participants ages 16-25 June 27, 2022, the pilot was terminated",FALSE,NA
NCT04615884,unable to secure the funding despite multiple grant applications,FALSE,NA
NCT04638400,Lack of recruitment- Fellow responsible for study graduated,FALSE,NA
NCT04658095,Business Decision,FALSE,NA
NCT04677179,Study terminated due to enrollment futility.,FALSE,NA
NCT04684251,Funding no longer available.,FALSE,NA
NCT04743349,Difficulties in enrollment,FALSE,NA
NCT04746339,"Due to the decrease in COVID cases and in the recruitment rate, and DSMB orientation.",FALSE,NA
NCT04760054,COVID-19,TRUE,FALSE
NCT04761692,Study not funded,FALSE,NA
NCT04781166,Lack of recruitment,FALSE,NA
NCT04783532,Difficulty with participant enrollment and intervention engagement.,FALSE,NA
NCT04798027,Sponsor's decision not to pursue further development of this product given the wide availability of authorized/approved mRNA COVID-19 vaccines,FALSE,NA
NCT04804722,retrospective study,FALSE,NA
NCT04815473,The number of evaluated valves were achieved.,FALSE,NA
NCT04832763,Insufficient Accrual,FALSE,NA
NCT04842864,According to the PI/Responsible Party no participants were able to be enrolled into the study following approval.,FALSE,NA
NCT04854889,Not achieve the desired effect,FALSE,NA
NCT04861428,Investigator left institution and did not retain the study,FALSE,NA
NCT04880577,Funding,FALSE,NA
NCT04883229,The tDCS device that was going to be used for this study is no longer being made.,FALSE,NA
NCT04922307,Funding,FALSE,NA
NCT04978649,Cooperation plan has been changed,FALSE,NA
NCT05018325,Futility,FALSE,NA
NCT05031338,Sponsor changing database systems for ease of use for patient data collection,FALSE,NA
NCT05061758,Study put on hold,FALSE,NA
NCT05080296,retrospective study,FALSE,NA
NCT05091528,Sponsor decision based on strategic re-alignment,FALSE,NA
NCT05094934,Business decision,FALSE,NA
NCT05101668,"According to the Medical Device Classification Catalogue issued by the NMPA in 2022, the registration path of intracranial aspiration catheter is clinical evaluation, and clinical trials are not required.",FALSE,NA
NCT05120765,Change in study design was implemented and the study design no longer follows a pilot randomized controlled trial.,FALSE,NA
NCT05124405,PI request,FALSE,NA
NCT05129384,Company pursuing other research paths,FALSE,NA
NCT05201027,Sponsor decided to modify the prototype device used in study,FALSE,NA
NCT05203484,Principal investigator left Heart Center Leipzig.,FALSE,NA
NCT05208866,The decision is based on a thorough reassessment of the commercial potential of lixivaptan as a potential best-in-class therapy for patients with ADPKD.,FALSE,NA
NCT05248711,Personnel Change,FALSE,NA
NCT05285956,Personnel Change,FALSE,NA
NCT05395260,Sponsor Decision,FALSE,NA
NCT05491603,"Suspended: Study halted prematurely but potentially will resume. Sponsor suspension, and not due to safety or site-related matters.",FALSE,NA
NCT05508893,Funding stopped,FALSE,NA
NCT05518279,Could not work out internal logistics,FALSE,NA
NCT05518344,Sponsor decision to terminate the study,FALSE,NA
NCT05525156,The study stopped due to expiry of study drugs,FALSE,NA
NCT05529875,"In the early stage of the research, this research was limited by the application permission of research drugs and instruments, and the research will have to be interrupted, which is extremely regrettable.",FALSE,NA
NCT05434091,"""Low probability of success in proposed therapeutic indications due to low clinical exposure limits and the inability to reach the predicted efficacious dose in planned FIH study""",FALSE,NA
NCT04247594,Data will not inform further development of Voxelotor,FALSE,NA
NCT04258215,COVID,TRUE,FALSE
NCT04302142,"The study was stopped due to COVID restrictions on staff, therefore enrollment was not started.",TRUE,FALSE
NCT04361669,Change in study personnel and sponsor.,FALSE,NA
NCT04644679,Poor enrollment rate,FALSE,NA
NCT04737109,Funder Decision,FALSE,NA
NCT04756505,Per Sponsor Request,FALSE,NA
NCT04775407,Due to the development of the pandemic,FALSE,NA
NCT04878484,Poor recruitment,FALSE,NA
NCT04909515,Study terminated due to business priorities,FALSE,NA
NCT04939987,PI left institution and study was not transferred to new PI,FALSE,NA
NCT04941287,Scheduled Interim Monitoring,FALSE,NA
NCT04949425,Study terminated because the clinical development programme for Adavosertib has been discontinued,FALSE,NA
NCT04985136,Sponsor R & D Strategy Adjustment,FALSE,NA
NCT05008913,Study terminated because the clinical development programme for Adavosertib has been discontinued,FALSE,NA
NCT05081518,The study was terminated due to enrolment challenges,FALSE,NA
NCT05156229,PK/PD from two patients plus the healthy volunteer data confirmed the RP2D and manageable safety profile. Proceeding to Phase II did not require additional data from this Phase I Dose-Finding study.,FALSE,NA
NCT05234398,This project will be integrated into an ongoing project.,FALSE,NA
NCT05363644,Study was withdrawn due to lack of funding,FALSE,NA
NCT03539198,Failure to accrue.,FALSE,NA
NCT03596658,Sponsor R & D Strategy Adjustment,FALSE,NA
NCT03694483,Staffing changes,FALSE,NA
NCT03697538,"Was placed on hold due to the COVID-19 pandemic, and then PI decided not to continue study.",TRUE,FALSE
NCT03807856,Difficult recruitment,FALSE,NA
NCT03823131,Treatment Ineffective,FALSE,NA
NCT03896230,Due to resource limitations the study is on hold.,FALSE,NA
NCT00507325,Per PI,FALSE,NA
NCT00613860,complicated patient enrollment,FALSE,NA
NCT01589211,Necessary number of participants not achieved and high drop out rate,FALSE,NA
NCT02277977,NA,FALSE,NA
NCT02281695,Withdrawal of Primary investigators,FALSE,NA
NCT02757300,Study performer moved away,FALSE,NA
NCT02778529,NA,FALSE,NA
NCT02839915,Temporary Clinical Hold / Changing Clinical Sites,FALSE,NA
NCT02916966,Research Quality & Safety Review,FALSE,NA
NCT02962362,Unable to complete enrollment of subjects.,FALSE,NA
NCT03102866,Internal data analysis,FALSE,NA
NCT03157882,loss of funding,FALSE,NA
NCT03182673,Sponsor R & D Strategy Adjustment,FALSE,NA
NCT03398252,No funding,FALSE,NA
NCT05535699,finishing some devices,FALSE,NA
NCT05536687,minimum of participants reached and lack of ressources for recruitment,FALSE,NA
NCT05445258,Design of the study device will be modified,FALSE,NA
NCT01906957,Not sufficient financial - staff resources,FALSE,NA
NCT02065830,NA,FALSE,NA
NCT02113553,target population not reached,FALSE,NA
NCT02203513,Eli Lilly prematurely terminated the study.,FALSE,NA
NCT02751853,Due to the heterogeneity in the first group.,FALSE,NA
NCT02766166,Withdrawn in IRB,FALSE,NA
NCT02823327,NA,FALSE,NA
NCT02826681,Lack of enrollment,FALSE,NA
NCT03008031,NA,FALSE,NA
NCT03013673,Due to the ongoing conflict in the Tigray region,FALSE,NA
NCT03018704,In ability to recruit,FALSE,NA
NCT03023657,difficulties to realize the protocol,FALSE,NA
NCT03138889,Sponsor decision,FALSE,NA
NCT03237572,Low rate of enrollment,FALSE,NA
NCT03255798,Business decision,FALSE,NA
NCT03436056,funding pulled,FALSE,NA
NCT03436667,PI left the institution,FALSE,NA
NCT03478293,Business Decision,FALSE,NA
NCT03488121,The study was terminated due to logistical reasons,FALSE,NA
NCT03534193,Site resources,FALSE,NA
NCT03869645,Change in Sponsor,FALSE,NA
NCT03872518,"halted due to COVID, but still not resumed - may never resume",TRUE,FALSE
NCT03916692,Covid-19 restrictions,TRUE,FALSE
NCT03960125,The PI decided to move in another direction with his research.,FALSE,NA
NCT03966768,Mutual decision Walter Reed/U Maryland and Mesh Suture Inc.,FALSE,NA
NCT03966885,"COVID-19 precluded the study team from being able to complete all follow-up assessments.The study was halted on March 17, 2020 and did not resume.",TRUE,FALSE
NCT03982342,COVID outbreak interrupted study recruitment,TRUE,FALSE
NCT04026568,Lack of funding,FALSE,NA
NCT04065139,It was stopped following the recommendations of the trial Independent DSMB : Permanent discontinuation of inclusions (related to a higher number of deaths in an occlusion setting that occur earlier and more frequently in the experimental ARM ),FALSE,NA
NCT04088864,Business decision,FALSE,NA
NCT04099888,"Recent results from a Phase 3 study are expected to change the standard of care for patients with inoperable CCA, rendering the RELEASE study challenging to complete and potentially inadequate for NDA approval.",FALSE,NA
NCT04140773,Poor participant recruitment,FALSE,NA
NCT04154579,COVID-19 pandemic. Unable to restart as had hoped.,TRUE,FALSE
NCT04178746,Business decision to focus on other studies. No safety concern.,FALSE,NA
NCT04224688,Strategic Business Decision; Not a safety decision,FALSE,NA
NCT04245449,Due to COVID-19 and loss of funding,TRUE,FALSE
NCT04290988,Lack of funding for the time being,FALSE,NA
NCT04411472,The Data Monitoring Committee (DMC) concluded that the pre-specified futility threshold was met and that there was no safety concern.,FALSE,NA
NCT04494035,Sponsor change,FALSE,NA
NCT04500548,Inadequate accrual rate,FALSE,NA
NCT04505878,Pending determination about whether or not this study will proceed,FALSE,NA
NCT04508530,General Recruitment Hold until September,FALSE,NA
NCT04516941,Insufficient rate of patient accrual and newly available scientific evidence,FALSE,NA
NCT04517110,The COVID-19 pandemic has reduced recruitment such that the study is no longer feasible,TRUE,FALSE
NCT04535505,Not as a lead unit,FALSE,NA
NCT04570111,Inadequate number of eligible participants,FALSE,NA
NCT04573634,Low accrual,FALSE,NA
NCT04601168,"Difficulties of inclusion, financial considerations, review of CER (no additional clinical data needed to demonstrate safety and performance of the medical device under evaluation)",FALSE,NA
NCT04638387,pandemic limited recruitment; funding ran out,TRUE,FALSE
NCT04654325,less covid testing,FALSE,NA
NCT04719416,Other projects and needs of study personnel,FALSE,NA
NCT04772092,Departure from the department of the principal investigator,FALSE,NA
NCT04778085,As anticipated by the protocol,FALSE,NA
NCT04783727,Change in WHO recommendations for standard of care (control arm); war in Ukraine where two study sites are located.,FALSE,NA
NCT04799275,Scheduled Interim Monitoring,FALSE,NA
NCT04834310,Do not have adequate funding to proceed with project.,FALSE,NA
NCT04848220,Business decision,FALSE,NA
NCT04854434,Sponsor decision,FALSE,NA
NCT04862195,This study was halted prematurely due to slow enrollment,FALSE,NA
NCT04876378,Funding,FALSE,NA
NCT04891757,FDA Clinical Hold,FALSE,NA
NCT04915950,Business decision,FALSE,NA
NCT04933617,"Per section 10.3 of the protocol, we are temporarily pausing the study until a Safety Monitoring Meeting will take place on September 22, 2023",FALSE,NA
NCT05049720,The NCT posting for the study has been transferred to NCT04060680,FALSE,NA
NCT05061771,Akari has decided to discontinue AK802 study due to strategic resource allocation decisions.,FALSE,NA
NCT05089461,sponsor decided to stop,FALSE,NA
NCT05126329,"Sponsor decision to prematurely stop the study, not linked to any safety concern",FALSE,NA
NCT05157646,Student was unable to start the project due to time constraints,FALSE,NA
NCT05221749,Logistic reasons,FALSE,NA
NCT05255263,"Study is currently on hold, pending further evaluation and coordination.",FALSE,NA
NCT05276830,Study was terminated for business reasons; not due to safety or efficacy concerns,FALSE,NA
NCT05327023,Suby on hold pending IRB Review.,FALSE,NA
NCT05333874,accrual got met,FALSE,NA
NCT00789399,Principal Investigator moved to another region of the country,FALSE,NA
NCT00858793,A leukaemia case was reported in patient treated with a similar vector. For safety risk we stopped recruitment,FALSE,NA
NCT05372640,Other - To address important protocol updates.,FALSE,NA
NCT05255770,Change of the product development strategy,FALSE,NA
NCT05292248,PI has relocated to a new institution,FALSE,NA
NCT05338229,Protocal changing due to time limitation,FALSE,NA
NCT04609592,Safety issues,FALSE,NA
NCT04739683,Withdrawn due to another study which superseded it.,FALSE,NA
NCT04762186,poor recruitment,FALSE,NA
NCT04776980,PI decision to close study,FALSE,NA
NCT04791514,Low enrolment,FALSE,NA
NCT04830982,Withdrawn in IRB.,FALSE,NA
NCT04842292,Lack of enrollment,FALSE,NA
NCT04865146,Change on clinical and marketing strategy for intramedullary devices,FALSE,NA
NCT04939311,Funding for this trial has not been established.,FALSE,NA
NCT04959266,The study terminated because the clinical development programme for Adavosertib has been discontinued,FALSE,NA
NCT05006950,Business/strategic reasons and low accrual rate,FALSE,NA
NCT05026502,Strategic considerations,FALSE,NA
NCT05142501,Low recruitment,FALSE,NA
NCT05146739,Other - Pending release of next amendment.,FALSE,NA
NCT05238753,CE certificate ended and was not renewed,FALSE,NA
NCT05253755,Study halted prematurely but potentially will resume,FALSE,NA
NCT02932475,Recommendation by the DSMB that the study be stopped for futility,FALSE,NA
NCT02963090,Lack of enrollment,FALSE,NA
NCT03100253,Slow recrutiment,FALSE,NA
NCT03251989,strategic planning for the types of tumors is being done. Temp hold until AM is submitted.,FALSE,NA
NCT03437746,insufficient rate of inclusion,FALSE,NA
NCT03532958,Transfer of study sponsor,FALSE,NA
NCT03629613,discontinued due to change in operating plans prior to study initiation and enrollment,FALSE,NA
NCT03658798,Funds have not been received,FALSE,NA
NCT03943446,Sponsor decision to discontinue study due to inability to recruit the expected number of subjects within the requisite time period.,FALSE,NA
NCT03989713,Study turned out no longer feasible,FALSE,NA
NCT04000347,"Due to covid 19 outbreaks, the study are suspended.",TRUE,FALSE
NCT04089852,Not able to perform intervention in current physical clinic location,FALSE,NA
NCT04160039,Principal Investigator left institution,FALSE,NA
NCT04160468,The independent DSMB recommended that the study be stopped for futility following interim efficacy analysis.,FALSE,NA
NCT04163926,"The RCT part of the study has been stopped. Due to other issues, funding, other trails and policy changes, the rct will not happen. Interviews will continue but RCT part will not.",FALSE,NA
NCT04189952,Investigator Decision,FALSE,NA
NCT04191161,Recruitment difficulties,FALSE,NA
NCT04281199,Pending review,FALSE,NA
NCT04443192,"Based on the results observed to date, the Sponsor concluded that ZF874 was unlikely to achieve the desired target product profile.",FALSE,NA
NCT02802176,Slow enrollment and completion of screening qualifiers.,FALSE,NA
NCT02820194,not sufficient patient recruited,FALSE,NA
NCT02829242,No sufficient patient recruitment,FALSE,NA
NCT00704197,"Study has not been updated since 2016 and PI (Steven R Smith, M.D.) left PBRC. Angela 09/13/2022",FALSE,NA
NCT02140879,IRB closed on 9/5/2018,FALSE,NA
NCT02152956,Business decision,FALSE,NA
NCT02274896,Project No Longer in Development,FALSE,NA
